comment_id,seg_id,rb_seg_text,uns_seg_text,hyb_seg_text,seg_text,rb_terms_raw,unsup_terms_raw,hyb_terms_raw,rb_terms,unsup_terms,hyb_terms,silver_terms_raw,n_silver_raw,rule_based_prec_raw,rule_based_rec_raw,unsupervised_prec_raw,unsupervised_rec_raw,hybrid_topk_prec_raw,hybrid_topk_rec_raw
1077,4,"Asalkan Cost-Benefit Analysisnya bagus, kenapa enggak.","Asalkan Cost-Benefit Analysisnya bagus, kenapa enggak.","Asalkan Cost-Benefit Analysisnya bagus, kenapa enggak.","Asalkan Cost-Benefit Analysisnya bagus, kenapa enggak.","['cost-benefit analysis bagus', 'analysis']",[],"['cost benefit analysis bagus', 'analysis']","['cost-benefit analysis bagus', 'analysis']",[],"['cost benefit analysis bagus', 'analysis']",[],0,0.0,0.0,1.0,1.0,0.0,0.0
1077,5,"Kasian kan yg di batas udah bertahun2 pake genset isi solar mulu, gak pernah nyicipin listrik negara (","Kasian kan yg di batas udah bertahun2 pake genset isi solar mulu, gak pernah nyicipin listrik negara (","Kasian kan yg di batas udah bertahun2 pake genset isi solar mulu, gak pernah nyicipin listrik negara (","Kasian kan yg di batas udah bertahun2 pake genset isi solar mulu, gak pernah nyicipin listrik negara (","['kasihan', 'batas', 'genset isi', 'isi surya', 'surya', 'listrik negara', 'negara', 'genset', 'listrik']","['surya', 'listrik', 'negara']","['batas', 'kasihan', 'genset']","['kasihan', 'batas', 'genset isi', 'isi surya', 'surya', 'listrik negara', 'negara', 'genset', 'listrik']","['surya', 'listrik', 'negara']","['batas', 'kasihan', 'genset']","['listrik', 'negara', 'surya']",3,0.3333333333333333,1.0,1.0,1.0,0.0,0.0
1077,6,"contohnya kebun ortu ane yg di Toho, Kalbar, gada jaringan listriknya PLN, mesti pake genset).","contohnya kebun ortu ane yg di Toho, Kalbar, gada jaringan listriknya PLN, mesti pake genset).","contohnya kebun ortu ane yg di Toho, Kalbar, gada jaringan listriknya PLN, mesti pake genset).","contohnya kebun ortu ane yg di Toho, Kalbar, gada jaringan listriknya PLN, mesti pake genset).","['kebun', 'tua', 'toho', 'kalbar', 'jaringan listrik', 'listrik pln', 'pln', 'genset', 'jaringan']","['listrik', 'jaringan', 'pln']","['kebun', 'jaringan', 'genset']","['kebun', 'tua', 'toho', 'kalbar', 'jaringan listrik', 'listrik pln', 'pln', 'genset', 'jaringan']","['listrik', 'jaringan', 'pln']","['kebun', 'jaringan', 'genset']","['jaringan', 'pln']",2,0.2222222222222222,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5
1077,7,"Masa udah 32 tahun gada listrik, disuruh nunggu 2-3 tahun lagi","Masa udah 32 tahun gada listrik, disuruh nunggu 2-3 tahun lagi","Masa udah <NUM> tahun gada listrik, disuruh nunggu <NUM> - <NUM> tahun lagi","Masa udah <NUM> tahun gada listrik, disuruh nunggu <NUM> - <NUM> tahun lagi",['listrik'],['listrik'],['listrik'],['listrik'],['listrik'],['listrik'],['listrik'],1,1.0,1.0,1.0,1.0,1.0,1.0
1078,0,"semua diimpor, pemerintah bikin sengsara rakyat,","semua diimpor, pemerintah bikin sengsara rakyat,","semua diimpor, pemerintah bikin sengsara rakyat,","semua diimpor, pemerintah bikin sengsara rakyat,","['pemerintah', 'sengsara rakyat', 'rakyat', 'sengsara']","['pemerintah', 'rakyat']","['sengsara rakyat', 'rakyat', 'sengsara']","['pemerintah', 'sengsara rakyat', 'rakyat', 'sengsara']","['pemerintah', 'rakyat']","['sengsara rakyat', 'rakyat', 'sengsara']","['pemerintah', 'rakyat']",2,0.5,1.0,1.0,1.0,0.3333333333333333,0.5
1079,0,"bener gan , yg nyinyir itu mungkin ngga ngerasain betapa ngga enaknya","bener gan , yg nyinyir itu mungkin ngga ngerasain betapa ngga enaknya","bener gan , yg nyinyir itu mungkin ngga ngerasain betapa ngga enaknya","bener gan , yg nyinyir itu mungkin ngga ngerasain betapa ngga enaknya",[],[],[],[],[],[],[],0,1.0,1.0,1.0,1.0,1.0,1.0
1079,1,"kalau mati listrik lama lama dan setiap hari , yg penting enteng bacot doang bisa nyalahin pemerintah ,ane aja udah campur pake sollar cell , karna ngga tahan panasnya","kalau mati listrik lama lama dan setiap hari , yg penting enteng bacot doang bisa nyalahin pemerintah ,ane aja udah campur pake sollar cell , karna ngga tahan panasnya","kalau mati listrik lama lama dan setiap hari , yg penting enteng bacot doang bisa nyalahin pemerintah ,ane aja udah campur pake sollar cell , karna ngga tahan panasnya","kalau mati listrik lama lama dan setiap hari , yg penting enteng bacot doang bisa nyalahin pemerintah ,ane aja udah campur pake sollar cell , karna ngga tahan panasnya","['listrik', 'enteng mulut', 'mulut', 'pemerintah', 'sollar', 'cell']","['pemerintah', 'listrik', 'mati']","['cell', 'enteng mulut', 'sollar']","['listrik', 'enteng mulut', 'mulut', 'pemerintah', 'sollar', 'cell']","['pemerintah', 'listrik', 'mati']","['cell', 'enteng mulut', 'sollar']","['listrik', 'pemerintah']",2,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,0.0
1079,2,"kalau mati lampu , paling engga warga disana udah nikmatin listriknya , ya tinggal ditunggu aja nanti bakalan bangun pembangkit listrik disana atau tidak , masa selama belum dibangun warga","kalau mati lampu , paling engga warga disana udah nikmatin listriknya , ya tinggal ditunggu aja nanti bakalan bangun pembangkit listrik disana atau tidak , masa selama belum dibangun warga","kalau mati lampu , paling engga warga disana udah nikmatin listriknya , ya tinggal ditunggu aja nanti bakalan bangun pembangkit listrik disana atau tidak , masa selama belum dibangun warga","kalau mati lampu , paling engga warga disana udah nikmatin listriknya , ya tinggal ditunggu aja nanti bakalan bangun pembangkit listrik disana atau tidak , masa selama belum dibangun warga","['lampu', 'warga disana', 'disana', 'listrik', 'pembangkit listrik', 'listrik disana', 'warga', 'pembangkit']","['listrik', 'warga', 'mati', 'pembangkit']","['lampu', 'warga disana', 'warga']","['lampu', 'warga disana', 'disana', 'listrik', 'pembangkit listrik', 'listrik disana', 'warga', 'pembangkit']","['listrik', 'warga', 'mati', 'pembangkit']","['lampu', 'warga disana', 'warga']","['listrik', 'pembangkit', 'warga']",3,0.375,1.0,0.75,1.0,0.3333333333333333,0.3333333333333333
1079,3,"atau tidak , masa selama belum dibangun warga harus nahan disuruh gelap gelapan :hammer","atau tidak , masa selama belum dibangun warga harus nahan disuruh gelap gelapan :hammer","atau tidak , masa selama belum dibangun warga harus nahan disuruh gelap gelapan :hammer","atau tidak , masa selama belum dibangun warga harus nahan disuruh gelap gelapan :hammer","['warga', 'gelapan']",['warga'],"['gelapan', 'warga']","['warga', 'gelapan']",['warga'],"['gelapan', 'warga']",['warga'],1,0.5,1.0,1.0,1.0,0.5,1.0
1080,0,"syukurlah warga yg selama ini ngga kebagian listrik bisa ngerasain , mending ada dari pada ngga ada, tanya warga yg nikmatin listriknya , mereka seneng apa kagak ,terserah tuh listrik","syukurlah warga yg selama ini ngga kebagian listrik bisa ngerasain , mending ada dari pada ngga ada, tanya warga yg nikmatin listriknya , mereka seneng apa kagak ,terserah tuh listrik","syukurlah warga yg selama ini ngga kebagian listrik bisa ngerasain , mending ada dari pada ngga ada, tanya warga yg nikmatin listriknya , mereka seneng apa kagak ,terserah tuh listrik","syukurlah warga yg selama ini ngga kebagian listrik bisa ngerasain , mending ada dari pada ngga ada, tanya warga yg nikmatin listriknya , mereka seneng apa kagak ,terserah tuh listrik","['syukur', 'warga', 'listrik']","['listrik', 'warga']",['warga'],"['syukur', 'warga', 'listrik']","['listrik', 'warga']",['warga'],"['listrik', 'warga']",2,0.6666666666666666,1.0,1.0,1.0,1.0,0.5
1080,1,", mereka seneng apa kagak ,terserah tuh listrik datengnya dari mana selama bikin hidup mereka lebih baik.mending ada dari pada ngga ada, apa mereka mau dipaksa suruh gelap gelapan",", mereka seneng apa kagak ,terserah tuh listrik datengnya dari mana selama bikin hidup mereka lebih baik.mending ada dari pada ngga ada, apa mereka mau dipaksa suruh gelap gelapan",", mereka seneng apa kagak ,terserah tuh listrik datengnya dari mana selama bikin hidup mereka lebih baik.mending ada dari pada ngga ada, apa mereka mau dipaksa suruh gelap gelapan",", mereka seneng apa kagak ,terserah tuh listrik datengnya dari mana selama bikin hidup mereka lebih baik.mending ada dari pada ngga ada, apa mereka mau dipaksa suruh gelap gelapan","['listrik dateng', 'dateng', 'hidup', 'gelapan', 'listrik']",['listrik'],"['gelapan', 'hidup', 'dateng']","['listrik dateng', 'dateng', 'hidup', 'gelapan', 'listrik']",['listrik'],"['gelapan', 'hidup', 'dateng']",['listrik'],1,0.2,1.0,1.0,1.0,0.0,0.0
1080,2,"kalau pembangkit dinegri sendiri belum dibangun , tega banget kalian yg protes","kalau pembangkit dinegri sendiri belum dibangun , tega banget kalian yg protes","kalau pembangkit dinegri sendiri belum dibangun , tega banget kalian yg protes","kalau pembangkit dinegri sendiri belum dibangun , tega banget kalian yg protes","['pembangkit dinegri', 'dinegri', 'pembangkit']",['pembangkit'],"['pembangkit dinegri', 'dinegri']","['pembangkit dinegri', 'dinegri', 'pembangkit']",['pembangkit'],"['pembangkit dinegri', 'dinegri']",['pembangkit'],1,0.3333333333333333,1.0,1.0,1.0,0.0,0.0
1080,3,tapi ngga mikirin nasib nasib saudaranya diluar pulau jawa ?,tapi ngga mikirin nasib nasib saudaranya diluar pulau jawa ?,tapi ngga mikirin nasib nasib saudaranya diluar pulau jawa ?,tapi ngga mikirin nasib nasib saudaranya diluar pulau jawa ?,"['nasib nasib', 'nasib saudara', 'saudara', 'pulau', 'jawa', 'nasib']","['pulau', 'jawa']","['nasib saudara', 'saudara', 'nasib nasib']","['nasib nasib', 'nasib saudara', 'saudara', 'pulau', 'jawa', 'nasib']","['pulau', 'jawa']","['nasib saudara', 'saudara', 'nasib nasib']","['jawa', 'pulau']",2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0
1080,4,kalian sih enak cuma sibuk internetan nikmatin listrik nonstop didepan komputer sambil maki maki pemerintah,kalian sih enak cuma sibuk internetan nikmatin listrik nonstop didepan komputer sambil maki maki pemerintah,kalian sih enak cuma sibuk internetan nikmatin listrik nonstop didepan komputer sambil maki maki pemerintah,kalian sih enak cuma sibuk internetan nikmatin listrik nonstop didepan komputer sambil maki maki pemerintah,"['internetan', 'listrik nonstop', 'komputer', 'maki maki', 'maki pemerintah', 'pemerintah', 'listrik', 'maki']","['listrik', 'pemerintah']","['listrik nonstop', 'internetan', 'komputer']","['internetan', 'listrik nonstop', 'komputer', 'maki maki', 'maki pemerintah', 'pemerintah', 'listrik', 'maki']","['listrik', 'pemerintah']","['listrik nonstop', 'internetan', 'komputer']","['listrik', 'pemerintah']",2,0.25,1.0,1.0,1.0,0.0,0.0
1080,5,tapi ngga ngerasaian wilayah wilayah yg masih belum terjangkau listrik,tapi ngga ngerasaian wilayah wilayah yg masih belum terjangkau listrik,tapi ngga ngerasaian wilayah wilayah yg masih belum terjangkau listrik,tapi ngga ngerasaian wilayah wilayah yg masih belum terjangkau listrik,"['ngerasaian wilayah', 'wilayah wilayah', 'wilayah', 'listrik']","['listrik', 'wilayah']","['wilayah wilayah', 'ngerasaian wilayah', 'wilayah']","['ngerasaian wilayah', 'wilayah wilayah', 'wilayah', 'listrik']","['listrik', 'wilayah']","['wilayah wilayah', 'ngerasaian wilayah', 'wilayah']","['listrik', 'wilayah']",2,0.5,1.0,1.0,1.0,0.3333333333333333,0.5
1081,0,bukannya 5 tahun pertama kita yg beli dan setelah 5 tahun kita yg jual?,bukannya 5 tahun pertama kita yg beli dan setelah 5 tahun kita yg jual?,bukannya <NUM> tahun pertama kita yg beli dan setelah <NUM> tahun kita yg jual?,bukannya <NUM> tahun pertama kita yg beli dan setelah <NUM> tahun kita yg jual?,[],[],[],[],[],[],[],0,1.0,1.0,1.0,1.0,1.0,1.0
1081,1,cari aja isi kontraknya..,cari aja isi kontraknya..,cari aja isi kontraknya..,cari aja isi kontraknya..,"['isi kontrak', 'kontrak', 'isi']",[],"['isi kontrak', 'isi']","['isi kontrak', 'kontrak', 'isi']",[],"['isi kontrak', 'isi']",[],0,0.0,0.0,1.0,1.0,0.0,0.0
1081,2,eh iya lupa jokowi pasti salah :o,eh iya lupa jokowi pasti salah :o,eh iya lupa jokowi pasti salah :o,eh iya lupa jokowi pasti salah :o,['jokowi'],['jokowi'],['jokowi'],['jokowi'],['jokowi'],['jokowi'],['jokowi'],1,1.0,1.0,1.0,1.0,1.0,1.0
1082,0,"Biar aja ngimpor, yg di jawa enak ga pernah ngerasain byar pet.","Biar aja ngimpor, yg di jawa enak ga pernah ngerasain byar pet.","Biar aja ngimpor, yg di jawa enak ga pernah ngerasain byar pet.","Biar aja ngimpor, yg di jawa enak ga pernah ngerasain byar pet.","['jawa', 'pemadaman']","['pemadaman', 'jawa']","['pemadaman', 'jawa']","['jawa', 'pemadaman']","['pemadaman', 'jawa']","['pemadaman', 'jawa']","['jawa', 'pemadaman']",2,1.0,1.0,1.0,1.0,1.0,1.0
1082,1,"Rumah gw kemaren byarpet tengah malam pas musim kemarau parah, rasanya mau matiii ga bisa napas di kamar saking panasnya.","Rumah gw kemaren byarpet tengah malam pas musim kemarau parah, rasanya mau matiii ga bisa napas di kamar saking panasnya.","Rumah gw kemaren byarpet tengah malam pas musim kemarau parah, rasanya mau matiii ga bisa napas di kamar saking panasnya.","Rumah gw kemaren byarpet tengah malam pas musim kemarau parah, rasanya mau matiii ga bisa napas di kamar saking panasnya.","['rumah', 'pemadaman musim', 'musim kemarau', 'kemarau parah', 'matiii', 'kamar saking', 'saking panas', 'pemadaman', 'kamar']","['musim', 'kemarin', 'rumah']","['musim kemarau', 'saking panas', 'pemadaman musim']","['rumah', 'pemadaman musim', 'musim kemarau', 'kemarau parah', 'matiii', 'kamar saking', 'saking panas', 'pemadaman', 'kamar']","['musim', 'kemarin', 'rumah']","['musim kemarau', 'saking panas', 'pemadaman musim']",['rumah'],1,0.1111111111111111,1.0,0.3333333333333333,1.0,0.0,0.0
1082,2,"Gw gak dukung jokowi, semua pemerintah gagal memenuhi kebutuhan dasar rakyat seperti air bersih dan listrik di daerah non jawa, kalo mau ngimpor listrik dr luar buruuu, gw makan nasionalisme","Gw gak dukung jokowi, semua pemerintah gagal memenuhi kebutuhan dasar rakyat seperti air bersih dan listrik di daerah non jawa, kalo mau ngimpor listrik dr luar buruuu, gw makan nasionalisme","Gw gak dukung jokowi, semua pemerintah gagal memenuhi kebutuhan dasar rakyat seperti air bersih dan listrik di daerah non jawa, kalo mau ngimpor listrik dr luar buruuu, gw makan nasionalisme","Gw gak dukung jokowi, semua pemerintah gagal memenuhi kebutuhan dasar rakyat seperti air bersih dan listrik di daerah non jawa, kalo mau ngimpor listrik dr luar buruuu, gw makan nasionalisme","['jokowi', 'pemerintah', 'kebutuhan dasar rakyat', 'rakyat', 'air bersih', 'listrik', 'daerah jawa', 'non jawa', 'buruuu', 'nasionalisme', 'kebutuhan']","['pemerintah', 'listrik', 'kebutuhan', 'bersih', 'rakyat', 'daerah', 'air', 'jawa']","['nasionalisme', 'kebutuhan dasar rakyat', 'jokowi']","['jokowi', 'pemerintah', 'kebutuhan dasar rakyat', 'rakyat', 'air bersih', 'listrik', 'daerah jawa', 'non jawa', 'buruuu', 'nasionalisme', 'kebutuhan']","['pemerintah', 'listrik', 'kebutuhan', 'bersih', 'rakyat', 'daerah', 'air', 'jawa']","['nasionalisme', 'kebutuhan dasar rakyat', 'jokowi']","['kebutuhan', 'listrik', 'pemerintah', 'rakyat']",4,0.36363636363636365,1.0,0.5,1.0,0.0,0.0
1082,3,"ngimpor listrik dr luar buruuu, gw makan nasionalisme gw drpd listrik byarpet kayak org minum obat.","ngimpor listrik dr luar buruuu, gw makan nasionalisme gw drpd listrik byarpet kayak org minum obat.","ngimpor listrik dr luar buruuu, gw makan nasionalisme gw drpd listrik byarpet kayak org minum obat.","ngimpor listrik dr luar buruuu, gw makan nasionalisme gw drpd listrik byarpet kayak org minum obat.","['ngimpor listrik', 'listrik', 'buruuu', 'nasionalisme', 'listrik pemadaman', 'pemadaman', 'minum', 'minum obat', 'obat', 'ngimpor']",['listrik'],"['nasionalisme', 'ngimpor listrik', 'minum obat']","['ngimpor listrik', 'listrik', 'buruuu', 'nasionalisme', 'listrik pemadaman', 'pemadaman', 'minum', 'minum obat', 'obat', 'ngimpor']",['listrik'],"['nasionalisme', 'ngimpor listrik', 'minum obat']",['listrik'],1,0.1,1.0,1.0,1.0,0.0,0.0
1082,4,"Fyi, di desa2 di daerah gw masih banyak yg blom dapat listrik.","Fyi, di desa2 di daerah gw masih banyak yg blom dapat listrik.","Fyi, di desa2 di daerah gw masih banyak yg blom dapat listrik.","Fyi, di desa2 di daerah gw masih banyak yg blom dapat listrik.","['desa', 'daerah', 'listrik']","['listrik', 'daerah']","['listrik', 'daerah', 'desa']","['desa', 'daerah', 'listrik']","['listrik', 'daerah']","['listrik', 'daerah', 'desa']","['daerah', 'listrik']",2,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0
1082,5,Jd bayangkan betapa kesalnya kita di sini ketika pemerintah menganggap sampai ke bandung dr jakarta dengan cepat prioritasnya lebih tinggi drpd memenuhi kebutuhan listrik seluruh indo.,Jd bayangkan betapa kesalnya kita di sini ketika pemerintah menganggap sampai ke bandung dr jakarta dengan cepat prioritasnya lebih tinggi drpd memenuhi kebutuhan listrik seluruh indo.,Jd bayangkan betapa kesalnya kita di sini ketika pemerintah menganggap sampai ke bandung dr jakarta dengan cepat prioritasnya lebih tinggi drpd memenuhi kebutuhan listrik seluruh indo.,Jd bayangkan betapa kesalnya kita di sini ketika pemerintah menganggap sampai ke bandung dr jakarta dengan cepat prioritasnya lebih tinggi drpd memenuhi kebutuhan listrik seluruh indo.,"['pemerintah', 'bandung', 'jakarta', 'prioritas', 'kebutuhan listrik', 'listrik', 'indonesia', 'kebutuhan']","['indonesia', 'pemerintah', 'listrik', 'kebutuhan', 'jakarta']","['kebutuhan', 'prioritas', 'jakarta']","['pemerintah', 'bandung', 'jakarta', 'prioritas', 'kebutuhan listrik', 'listrik', 'indonesia', 'kebutuhan']","['indonesia', 'pemerintah', 'listrik', 'kebutuhan', 'jakarta']","['kebutuhan', 'prioritas', 'jakarta']","['indonesia', 'jakarta', 'kebutuhan', 'listrik', 'pemerintah']",5,0.625,1.0,1.0,1.0,0.6666666666666666,0.4
1083,0,import listrik malaysia dr jaman pak SBY udah ada keleus..,import listrik malaysia dr jaman pak SBY udah ada keleus..,import listrik malaysia dr jaman pak SBY udah ada keleus..,import listrik malaysia dr jaman pak SBY udah ada keleus..,"['import listrik', 'listrik', 'malaysia', 'jaman', 'sby', 'import']",['listrik'],"['malaysia', 'import', 'jaman']","['import listrik', 'listrik', 'malaysia', 'jaman', 'sby', 'import']",['listrik'],"['malaysia', 'import', 'jaman']",['listrik'],1,0.16666666666666666,1.0,1.0,1.0,0.0,0.0
1083,1,"giliran kesuksesan lu bilang dimulai dr jaman sby, giliran beginian lu ga mau akui..","giliran kesuksesan lu bilang dimulai dr jaman sby, giliran beginian lu ga mau akui..","giliran kesuksesan lu bilang dimulai dr jaman sby, giliran beginian lu ga mau akui..","giliran kesuksesan lu bilang dimulai dr jaman sby, giliran beginian lu ga mau akui..","['giliran kesuksesan', 'kesuksesan', 'jaman sby', 'sby', 'giliran', 'jaman']",['jaman'],"['giliran kesuksesan', 'kesuksesan', 'jaman']","['giliran kesuksesan', 'kesuksesan', 'jaman sby', 'sby', 'giliran', 'jaman']",['jaman'],"['giliran kesuksesan', 'kesuksesan', 'jaman']",['jaman'],1,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0
1084,0,Sangat bagus kok menurut saya.,Sangat bagus kok menurut saya.,Sangat bagus kok menurut saya.,Sangat bagus kok menurut saya.,[],[],[],[],[],[],[],0,1.0,1.0,1.0,1.0,1.0,1.0
1084,1,Kapan lagi kita kasih uang ke malon...,Kapan lagi kita kasih uang ke malon...,Kapan lagi kita kasih uang ke malon...,Kapan lagi kita kasih uang ke malon...,"['uang', 'malon']","['uang', 'kasih']","['uang', 'malon', 'kasih']","['uang', 'malon']","['uang', 'kasih']","['uang', 'malon', 'kasih']",['uang'],1,0.5,1.0,0.5,1.0,0.3333333333333333,1.0
1084,2,bener bener pa jokowi seorang negarawan yang penderma...presiden dulu dulu pada kemana aja untuk urusan kasih uang ke negara tetangga...,bener bener pa jokowi seorang negarawan yang penderma...presiden dulu dulu pada kemana aja untuk urusan kasih uang ke negara tetangga...,bener bener pa jokowi seorang negarawan yang penderma...presiden dulu dulu pada kemana aja untuk urusan kasih uang ke negara tetangga...,bener bener pa jokowi seorang negarawan yang penderma...presiden dulu dulu pada kemana aja untuk urusan kasih uang ke negara tetangga...,"['jokowi negarawan', 'negarawan', 'penderma', 'urusan kasih', 'kasih uang', 'uang', 'negara tetangga', 'tetangga']",['negara'],"['jokowi negarawan', 'kasih uang', 'uang']","['jokowi negarawan', 'negarawan', 'penderma', 'urusan kasih', 'kasih uang', 'uang', 'negara tetangga', 'tetangga']",['negara'],"['jokowi negarawan', 'kasih uang', 'uang']",[],0,0.0,0.0,0.0,0.0,0.0,0.0
1084,4,"Sungguh 32 thn 10 thn yang penuh kesia siaan,..","Sungguh 32 thn 10 thn yang penuh kesia siaan,..","Sungguh <NUM> thn <NUM> thn yang penuh kesia siaan,..","Sungguh <NUM> thn <NUM> thn yang penuh kesia siaan,..","['kesia', 'penuh kesia siaan', 'siaan']","['siaan', 'kesia']","['penuh kesia siaan', 'siaan', 'kesia']","['kesia', 'penuh kesia siaan', 'siaan']","['siaan', 'kesia']","['penuh kesia siaan', 'siaan', 'kesia']","['kesia', 'siaan']",2,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0
1085,0,harapan ane sie mudah2an solusi sementara...,harapan ane sie mudah2an solusi sementara...,harapan ane sie mudah2an solusi sementara...,harapan ane sie mudah2an solusi sementara...,"['harapan sie', 'sie mudah2an', 'mudah2an solusi', 'solusi']",['solusi'],"['mudah2an solusi', 'harapan sie', 'solusi']","['harapan sie', 'sie mudah2an', 'mudah2an solusi', 'solusi']",['solusi'],"['mudah2an solusi', 'harapan sie', 'solusi']",['solusi'],1,0.25,1.0,1.0,1.0,0.3333333333333333,1.0
1086,0,setuju aja gan.,setuju aja gan.,setuju aja gan.,setuju aja gan.,[],[],[],[],[],[],[],0,1.0,1.0,1.0,1.0,1.0,1.0
1086,1,logika nya sama juga kok sama gw..,logika nya sama juga kok sama gw..,logika nya sama juga kok sama gw..,logika nya sama juga kok sama gw..,['logika'],['logika'],['logika'],['logika'],['logika'],['logika'],['logika'],1,1.0,1.0,1.0,1.0,1.0,1.0
1086,2,"tapi ini rejim udah koar2 janji kampanye mau stop impor, stop utang, bangun pembangkit listrik...","tapi ini rejim udah koar2 janji kampanye mau stop impor, stop utang, bangun pembangkit listrik...","tapi ini rejim udah koar2 janji kampanye mau stop impor, stop utang, bangun pembangkit listrik...","tapi ini rejim udah koar2 janji kampanye mau stop impor, stop utang, bangun pembangkit listrik...","['rejim', 'janji kampanye', 'kampanye', 'impor', 'stop utang', 'utang', 'pembangkit listrik', 'listrik', 'janji', 'pembangkit']","['impor', 'listrik', 'pembangkit']","['stop utang', 'janji kampanye', 'impor']","['rejim', 'janji kampanye', 'kampanye', 'impor', 'stop utang', 'utang', 'pembangkit listrik', 'listrik', 'janji', 'pembangkit']","['impor', 'listrik', 'pembangkit']","['stop utang', 'janji kampanye', 'impor']","['impor', 'listrik', 'pembangkit']",3,0.3,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333
1086,3,semua ternyata kebalikannya..,semua ternyata kebalikannya..,semua ternyata kebalikannya..,semua ternyata kebalikannya..,['kebalikan'],[],['kebalikan'],['kebalikan'],[],['kebalikan'],[],0,0.0,0.0,1.0,1.0,0.0,0.0
1086,4,kl ga janji pasti orang nanggapin nya santai2 aja...,kl ga janji pasti orang nanggapin nya santai2 aja...,kl ga janji pasti orang nanggapin nya santai2 aja...,kl ga janji pasti orang nanggapin nya santai2 aja...,['janji'],['janji'],['janji'],['janji'],['janji'],['janji'],['janji'],1,1.0,1.0,1.0,1.0,1.0,1.0
1086,5,tp kl janji ga ditepatin apa bukan nipu gan bener ga?,tp kl janji ga ditepatin apa bukan nipu gan bener ga?,tp kl janji ga ditepatin apa bukan nipu gan bener ga?,tp kl janji ga ditepatin apa bukan nipu gan bener ga?,['janji'],['janji'],['janji'],['janji'],['janji'],['janji'],['janji'],1,1.0,1.0,1.0,1.0,1.0,1.0
1087,0,Intinya dari fondasi sampe jadi bukan hasil kerjaan Jokodok kan?,Intinya dari fondasi sampe jadi bukan hasil kerjaan Jokodok kan?,Intinya dari fondasi sampe jadi bukan hasil kerjaan Jokodok kan?,Intinya dari fondasi sampe jadi bukan hasil kerjaan Jokodok kan?,"['inti', 'fondasi', 'hasil kerjaan', 'kerjaan jokowi', 'jokowi', 'hasil']","['jokowi', 'hasil']","['kerjaan jokowi', 'fondasi', 'hasil kerjaan']","['inti', 'fondasi', 'hasil kerjaan', 'kerjaan jokowi', 'jokowi', 'hasil']","['jokowi', 'hasil']","['kerjaan jokowi', 'fondasi', 'hasil kerjaan']","['hasil', 'jokowi']",2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0
1087,1,Gak malu lu klaim nyong?,Gak malu lu klaim nyong?,Gak malu lu klaim nyong?,Gak malu lu klaim nyong?,[],['klaim'],['klaim'],[],['klaim'],['klaim'],[],0,1.0,1.0,0.0,0.0,0.0,0.0
1088,0,Kagak heran....proyek dan kerjaan Jokowi kapan pernah ada benernya sih?,Kagak heran....proyek dan kerjaan Jokowi kapan pernah ada benernya sih?,Kagak heran....proyek dan kerjaan Jokowi kapan pernah ada benernya sih?,Kagak heran....proyek dan kerjaan Jokowi kapan pernah ada benernya sih?,"['heran.proyek', 'kerjaan jokowi', 'jokowi', 'benernya']","['proyek', 'jokowi']","['heran proyek', 'proyek', 'kerjaan jokowi']","['heran.proyek', 'kerjaan jokowi', 'jokowi', 'benernya']","['proyek', 'jokowi']","['heran proyek', 'proyek', 'kerjaan jokowi']",['jokowi'],1,0.25,1.0,0.5,1.0,0.0,0.0
1088,1,:ngakak :ngakak img <URL> img <URL> img <URL>,:ngakak :ngakak img <URL> img <URL> img <URL>,:ngakak :ngakak img <URL> img <URL> img <URL>,:ngakak :ngakak img <URL> img <URL> img <URL>,"['img', 'url']",['img'],['img'],"['img', 'url']",['img'],['img'],['img'],1,0.5,1.0,1.0,1.0,1.0,1.0
1089,0,thahaja asia akan menerangi seluruh semesta.,thahaja asia akan menerangi seluruh semesta.,thahaja asia akan menerangi seluruh semesta.,thahaja asia akan menerangi seluruh semesta.,"['thahaja', 'asia', 'semesta']","['semesta', 'thahaja', 'asia']","['semesta', 'thahaja', 'asia']","['thahaja', 'asia', 'semesta']","['semesta', 'thahaja', 'asia']","['semesta', 'thahaja', 'asia']","['asia', 'semesta', 'thahaja']",3,1.0,1.0,1.0,1.0,1.0,1.0
1089,1,ga perlu pake setrum listrik!,ga perlu pake setrum listrik!,ga perlu pake setrum listrik!,ga perlu pake setrum listrik!,"['setrum listrik', 'listrik', 'setrum']",['listrik'],"['setrum listrik', 'setrum']","['setrum listrik', 'listrik', 'setrum']",['listrik'],"['setrum listrik', 'setrum']",['listrik'],1,0.3333333333333333,1.0,1.0,1.0,0.0,0.0
